Figure Type: line chart
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"line chart","closed-ended infinite answer set visual","0.35","0.39","0.35","0.35","0.39","0.35","0.9","0.89","0.91"
"line chart","closed-ended infinite answer set non-visual","0.41","0.43","0.42","0.41","0.43","0.42","0.9","0.89","0.91"
"line chart","closed-ended finite answer set binary visual","0.77","0.77","0.77","0.77","0.77","0.77","0.95","0.97","0.93"
"line chart","closed-ended finite answer set binary non-visual","0.75","0.75","0.75","0.75","0.75","0.75","0.95","0.97","0.93"
"line chart","closed-ended finite answer set non-binary visual","0.51","0.44","0.8","0.51","0.44","0.8","0.9","0.88","0.93"
"line chart","closed-ended finite answer set non-binary non-visual","0.38","0.28","0.79","0.38","0.28","0.78","0.86","0.83","0.91"
"line chart","unanswerable","0.27","0.17","0.66","0.26","0.16","0.62","0.87","0.84","0.92"


Figure Type: Line Chart,Table
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"Line Chart,Table","closed-ended infinite answer set visual","0.0","0.0","0.0","0.0","0.0","0.0","0.9","0.88","0.92"
"Line Chart,Table","closed-ended infinite answer set non-visual","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Line Chart,Table","closed-ended finite answer set binary visual","1.0","1.0","1.0","1.0","1.0","1.0","0.94","0.96","0.92"
"Line Chart,Table","closed-ended finite answer set binary non-visual","1.0","1.0","1.0","1.0","1.0","1.0","0.94","0.96","0.92"
"Line Chart,Table","closed-ended finite answer set non-binary visual","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Line Chart,Table","closed-ended finite answer set non-binary non-visual","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Line Chart,Table","unanswerable","0.1","0.06","0.21","0.06","0.04","0.14","0.84","0.82","0.86"


Figure Type: tree
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"tree","closed-ended infinite answer set visual","0.43","0.42","0.56","0.43","0.42","0.56","0.92","0.91","0.94"
"tree","closed-ended infinite answer set non-visual","0.47","0.45","0.55","0.47","0.45","0.55","0.9","0.89","0.92"
"tree","closed-ended finite answer set binary visual","0.64","0.64","0.64","0.64","0.64","0.64","0.95","0.97","0.93"
"tree","closed-ended finite answer set binary non-visual","0.64","0.64","0.64","0.64","0.64","0.64","0.95","0.97","0.93"
"tree","closed-ended finite answer set non-binary visual","0.16","0.11","0.46","0.16","0.11","0.46","0.86","0.83","0.91"
"tree","closed-ended finite answer set non-binary non-visual","0.47","0.35","0.93","0.46","0.34","0.89","0.86","0.83","0.9"
"tree","unanswerable","0.24","0.15","0.6","0.23","0.14","0.56","0.87","0.83","0.91"


Figure Type: scatter plot
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"scatter plot","closed-ended infinite answer set visual","0.44","0.44","0.46","0.44","0.44","0.46","0.9","0.89","0.91"
"scatter plot","closed-ended infinite answer set non-visual","0.77","0.78","0.8","0.77","0.78","0.8","0.96","0.95","0.97"
"scatter plot","closed-ended finite answer set binary visual","0.56","0.56","0.56","0.56","0.56","0.56","0.95","0.97","0.94"
"scatter plot","closed-ended finite answer set binary non-visual","0.67","0.67","0.67","0.67","0.67","0.67","0.95","0.97","0.94"
"scatter plot","closed-ended finite answer set non-binary visual","0.64","0.56","0.89","0.6","0.53","0.83","0.9","0.87","0.94"
"scatter plot","closed-ended finite answer set non-binary non-visual","0.36","0.25","0.89","0.36","0.25","0.89","0.85","0.82","0.9"
"scatter plot","unanswerable","0.3","0.19","0.76","0.29","0.18","0.74","0.89","0.85","0.93"


Figure Type: pie chart
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"pie chart","closed-ended infinite answer set visual","0.71","0.71","0.71","0.71","0.71","0.71","0.98","0.98","0.98"
"pie chart","closed-ended infinite answer set non-visual","0.81","0.86","0.79","0.81","0.86","0.79","0.97","0.98","0.97"
"pie chart","closed-ended finite answer set binary visual","0.86","0.86","0.86","0.86","0.86","0.86","0.95","0.97","0.93"
"pie chart","closed-ended finite answer set binary non-visual","1.0","1.0","1.0","1.0","1.0","1.0","0.95","0.97","0.93"
"pie chart","closed-ended finite answer set non-binary visual","0.54","0.43","1.0","0.54","0.43","1.0","0.87","0.83","0.91"
"pie chart","closed-ended finite answer set non-binary non-visual","0.55","0.39","1.0","0.55","0.39","1.0","0.86","0.82","0.9"
"pie chart","unanswerable","0.35","0.22","0.86","0.33","0.21","0.82","0.9","0.86","0.94"


Figure Type: architecture diagram
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"architecture diagram","closed-ended infinite answer set visual","0.51","0.49","0.57","0.51","0.49","0.57","0.95","0.95","0.96"
"architecture diagram","closed-ended infinite answer set non-visual","0.71","0.71","0.71","0.71","0.71","0.71","0.94","0.95","0.94"
"architecture diagram","closed-ended finite answer set binary visual","0.71","0.71","0.71","0.71","0.71","0.71","0.95","0.97","0.94"
"architecture diagram","closed-ended finite answer set binary non-visual","1.0","1.0","1.0","1.0","1.0","1.0","0.94","0.96","0.93"
"architecture diagram","closed-ended finite answer set non-binary visual","0.22","0.14","0.86","0.22","0.14","0.86","0.83","0.78","0.88"
"architecture diagram","closed-ended finite answer set non-binary non-visual","0.5","0.41","0.93","0.5","0.41","0.93","0.86","0.83","0.89"
"architecture diagram","unanswerable","0.37","0.23","0.93","0.36","0.22","0.9","0.9","0.86","0.96"


Figure Type: box plot
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"box plot","closed-ended infinite answer set visual","0.25","0.25","0.25","0.25","0.25","0.25","0.93","0.91","0.94"
"box plot","closed-ended infinite answer set non-visual","0.5","0.5","0.5","0.5","0.5","0.5","0.89","0.89","0.88"
"box plot","closed-ended finite answer set binary visual","1.0","1.0","1.0","1.0","1.0","1.0","0.94","0.96","0.92"
"box plot","closed-ended finite answer set binary non-visual","0.5","0.5","0.5","0.5","0.5","0.5","0.95","0.97","0.94"
"box plot","closed-ended finite answer set non-binary visual","0.83","0.75","1.0","0.83","0.75","1.0","0.94","0.92","0.96"
"box plot","closed-ended finite answer set non-binary non-visual","0.14","0.08","0.5","0.14","0.08","0.5","0.87","0.84","0.9"
"box plot","unanswerable","0.27","0.17","0.64","0.25","0.16","0.61","0.87","0.83","0.92"


Figure Type: neural networks
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"neural networks","closed-ended infinite answer set visual","0.43","0.43","0.43","0.43","0.43","0.43","0.94","0.92","0.96"
"neural networks","closed-ended infinite answer set non-visual","0.61","0.61","0.62","0.61","0.61","0.62","0.94","0.93","0.95"
"neural networks","closed-ended finite answer set binary visual","0.29","0.29","0.29","0.29","0.29","0.29","0.95","0.97","0.93"
"neural networks","closed-ended finite answer set binary non-visual","1.0","1.0","1.0","1.0","1.0","1.0","0.95","0.97","0.94"
"neural networks","closed-ended finite answer set non-binary visual","0.2","0.15","0.43","0.2","0.15","0.43","0.88","0.84","0.92"
"neural networks","closed-ended finite answer set non-binary non-visual","0.38","0.29","0.95","0.38","0.29","0.95","0.85","0.81","0.89"
"neural networks","unanswerable","0.29","0.19","0.7","0.28","0.17","0.66","0.88","0.84","0.92"


Figure Type: confusion matrix
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
